sno,day,month,year,date,seiz_location,seiz_lat,seiz_long,seiz_district,seiz_state,seiz_country,product,iwt_number,iwt_indian_tft_number,iwt_quantity (kg),transport_involved,in_transit_location_type,last_transit_location,last_transit_district,last_transit_state,last_transit_country,sour_location,sour_district,sour_state,sour_country,destination1_location,destination1_district,destination1_state,destination1_country,destination2_location,destination2_district,destination2_state,destination2_country,group1,group1_number,group2,group2_number,group3,group3_number,species1,species1_number,species2,species2_number,species3,species3_number,species4,species4_number,species5,species5_number,media_link.1,media_link.2,media_link.3
50,25,September,2014,"September 25, 2014","Bareilly road, near Lalkuan",29.0676,79.5182,Nainital,Uttarakhand,India,Live,158,158,NA,Road,In-transit (Road),Dineshpur,Udham Singh Nagar,Uttarakhand,India,NA,NA,NA,NA,"Transport Nagar, Haldwani",Nainital,Uttarakhand,India,NA,NA,NA,NA,Softshell Turtle,158,NA,NA,NA,NA,Trionychidae,158,NA,NA,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/city/dehradun/158-turtles-seized-three-men-nabbed/articleshow/43450286.cms,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_6.pdf,https://www.amarujala.com/uttarakhand/nainital/Nainital-87989-116
51,25,September,2014,"September 25, 2014",Gaighata,22.9309,88.7308,North 24 Parganas,West Bengal,India,Live,192,192,NA,Road,In-transit (Road),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bangladesh,NA,NA,NA,NA,Tortoise/Hardshell Turtle,192,NA,NA,NA,NA,Indian star tortoise,192,NA,NA,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/india/Star-tortoises-seized-by-BSF-being-smuggled-into-Bangladesh/articleshow/43550800.cms,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_6.pdf,NA
52,9,October,2014,"October 9, 2014","near Bilpur Railway station, Fatehganj Purvi",28.0797,79.632,Bareilly,Uttar Pradesh,India,Live,59,59,NA,Road,In-transit (Road),NA,NA,NA,NA,NA,NA,NA,NA,Kolkata,Kolkata,West Bengal,India,NA,NA,NA,NA,Tortoise/Hardshell Turtle,NA,Unspecified,NA,NA,NA,Tricarinate hill turtle,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/city/bareilly/Bareilly-turning-into-animal-smuggling-hub/articleshow/44760382.cms,NA,NA
53,12,October,2014,"October 12, 2014",Thrissur,10.5276,76.2144,Thrissur,Kerala,India,Live,100,100,NA,Rail,NA,Alappuzha,Alappuzha,Kerala,India,NA,NA,NA,NA,Chennai,Chennai,Tamil Nadu,India,NA,NA,NA,NA,Unspecified,100,NA,NA,NA,NA,Unspecified,100,NA,NA,NA,NA,NA,NA,NA,NA,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_7.pdf,https://www.asianet.in/alappuzha-news/over-100-wild-tortoises-seized-from-woman-passengers.html,NA
54,1,November,2014,"November 1, 2014",Bakhtiyarpur and Mokama stations,25.5941,85.1376,Patna,Bihar,India,Live,275,275,NA,Rail,In-transit (Train station),Varanasi,Varanasi,Uttar Pradesh,India,village near Amethi,NA,NA,NA,Kolkata,Kolkata,West Bengal,India,NA,NA,NA,NA,Softshell Turtle,NA,Tortoise/Hardshell Turtle,NA,Unspecified,NA,Indian narrow-headed softshell turtle,NA,Pangshura sp.,NA,Unspecified,NA,Unspecified,NA,NA,NA,https://www.indiatvnews.com/crime/news/275-tortoises-seized-from-train-in-bihar-6942.html,NA,NA
55,18,November,2014,"November 18, 2014","Tuba Aquarium, Danilimda",23.0225,72.5714,Ahmedabad,Gujarat,India,Live,119,NA,NA,NA,NA,Kurla Crawford Market,Mumbai,Maharashtra,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,45,Non-native TFT,74,NA,NA,Indian star tortoise,45,Red-eared slider,74,NA,NA,NA,NA,NA,NA,https://ahmedabadmirror.indiatimes.com/ahmedabad/crime/119-turtles-seized-3-arrested/articleshow/45196739.cms,https://www.dailymotion.com/video/x2akb9j,NA
56,19,November,2014,"November 19, 2014","near Battala market, Agartala",23.8315,91.2868,West Tripura,Tripura,India,Live,1,1,NA,Road,In-transit (Road),"Mohanbhog market, Melaghar village",West Tripura,Tripura,India,NA,NA,NA,Bangladesh,NA,NA,NA,NA,NA,NA,NA,NA,Softshell Turtle,1,NA,NA,NA,NA,Trionychidae,1,NA,NA,NA,NA,NA,NA,NA,NA,http://tripurainfoways.com/news-details/TN/11299/rare-turtle-recovered-from-battala-bazar.html,NA,NA
57,7,December,2014,"December 7, 2014",Benapole,23.0391,88.8983,Jessore,NA,Bangladesh,Live,220,220,NA,Road,In-transit (Road),NA,NA,West Bengal,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,220,NA,NA,NA,NA,Tricarinate hill turtle,NA,Spotted black terrapin,NA,NA,NA,NA,NA,NA,NA,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_7.pdf,NA,NA
58,7,December,2014,"December 7, 2014","Venkatapuram, Kalidindi mandal",16.5181,81.2753,Krishna,Andhra Pradesh,India,Live,800,800,NA,NA,NA,NA,NA,NA,NA,"Syamalapuram, Godugulanka, Varahapuram, Kalidindi and other island villages",NA,Andhra Pradesh,India,NA,NA,Odisha,India,NA,NA,Bihar,India,Softshell Turtle,800,NA,NA,NA,NA,Trionychidae,800,NA,NA,NA,NA,NA,NA,NA,NA,https://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/turtle-smuggling-racket-busted/article6671253.ece,NA,NA
59,13,December,2014,"December 13, 2014",Mumbai,19.076,72.8777,Mumbai,Maharashtra,India,Live,58,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,13,Non-native TFT,45,NA,NA,Indian tent turtle,13,Red-eared slider,45,NA,NA,NA,NA,NA,NA,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_7.pdf,NA,NA
60,11,January,2015,"January  11, 2015",Dhulagarh Toll Plaza,22.5738,88.1779,North 24 Parganas,West Bengal,India,Live,2200,2200,NA,Road,In-transit (Road),NA,NA,Andhra Pradesh,India,NA,NA,NA,NA,NA,NA,NA,Bangladesh,NA,NA,NA,NA,Softshell Turtle,2200,NA,NA,NA,NA,Trionychidae,2200,NA,NA,NA,NA,NA,NA,NA,NA,http://wccb.gov.in/NewsDetail.aspx?news_id=134,www.robindesbois.org/wp-content/uploads/2015/08/ON_THE_TRAIL_8.pdf,NA
61,15,January,2015,"January 15, 2015",Gihar Village (House),27.3826,79.5941,Farrukhabad,Uttar Pradesh,India,Live,4,4,NA,NA,NA,"Ganges river, Shringirampur village",Farrukhabad,Uttar Pradesh,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Softshell Turtle,4,NA,NA,NA,NA,Trionychidae,4,NA,NA,NA,NA,NA,NA,NA,NA,https://www.amarujala.com/uttar-pradesh/farrukhabad/turtles-were-found-in-a-village-hindi-news,NA,NA
62,29,January,2015,"January 29, 2015","Kalanchi Border Outpost, Gaighata police station",22.9035,88.8947,North 24 Parganas,West Bengal,India,Live,185,185,NA,Road,In-transit (Road),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bangladesh,NA,NA,NA,NA,Tortoise/Hardshell Turtle,185,NA,NA,NA,NA,Spotted black terrapin,185,NA,NA,NA,NA,NA,NA,NA,NA,https://economictimes.indiatimes.com/news/environment/flora-fauna/bsf-seizes-185-rare-asian-black-spotted-turtles-from-india-bangladesh-border/articleshow/46069295.cms,NA,NA
63,10,February,2015,"February 10, 2015","Baroda dairy crossing, Makarpura area, Vadodara",22.3072,73.1812,Vadodara,Gujarat,India,Live,77,27,NA,NA,NA,Mumbai,Mumbai,Maharashtra,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,27,Unspecified,50,NA,NA,Indian star tortoise,27,Unspecified,50,NA,NA,NA,NA,NA,NA,https://zeenews.india.com/news/eco-news/gujarat-forest-department-seizes-77-turtles-in-vadodara_1545109.html,https://timesofindia.indiatimes.com/videos/news/seventy-seven-exotic-turtles-rescued-in-vadodara/videoshow/46234699.cms,www.robindesbois.org/wp-content/uploads/2015/08/ON_THE_TRAIL_8.pdf
64,19,February,2015,"February  19, 2015",Pratapgarh Junction Railway Station,25.8973,81.9453,Pratapgarh,Uttar Pradesh,India,Live,750,750,NA,Rail,In-transit (Train station),NA,NA,NA,NA,NA,NA,NA,NA,Kolkata,Kolkata,West Bengal,India,NA,NA,NA,NA,Softshell Turtle,750,NA,NA,NA,NA,Trionychidae,750,NA,NA,NA,NA,NA,NA,NA,NA,https://www.business-standard.com/article/pti-stories/750-tortoises-rescued-in-pratapgarh-smugglers-arrested-115021901078_1.html,NA,NA
65,22,February,2015,"February 22, 2015",Chandrapur,20.2095,79.5603,Chandrapur,Maharashtra,India,Live,44,44,NA,Road,NA,NA,NA,Telangana,India,NA,NA,NA,NA,Subhash Gram village,Gadchiroli,Maharashtra,India,NA,NA,NA,NA,Unspecified,44,NA,NA,NA,NA,Unspecified,44,NA,NA,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/city/nagpur/44-smuggled-tortoises-seized/articleshow/46349025.cms,NA,NA
66,18,March,2015,"March 18, 2015",Kalanchi Border Post,22.9035,88.8947,North 24 Parganas,West Bengal,India,Live,97,97,NA,Road,In-transit (Road),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bangladesh,NA,NA,NA,NA,Tortoise/Hardshell Turtle,97,NA,NA,NA,NA,Spotted black terrapin,97,NA,NA,NA,NA,NA,NA,NA,NA,https://economictimes.indiatimes.com/news/environment/developmental-issues/rare-black-spotted-turtles-seized-along-india-bangladesh-border/articleshow/46610949.cms,NA,NA
67,23,March,2015,"March 23, 2015",Tiruchirappalli International Airport,10.7905,78.7047,Tiruchirappalli,Tamil Nadu,India,Live,492,492,NA,Air,In-transit (Airport),NA,NA,NA,NA,NA,NA,NA,NA,Bangkok,NA,NA,Thailand,NA,NA,NA,NA,Tortoise/Hardshell Turtle,492,NA,NA,NA,NA,Spotted black terrapin,492,NA,NA,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/city/trichy/492-tortoises-seized-at-Trichy-airport-5-arrested/articleshow/46682975.cms,https://www.thehindu.com/news/cities/Tiruchirapalli/492-terrapins-seized-at-tiruchi-airport/article7034131.ece,NA
68,11,April,2015,"April 11, 2015",Chhatrapati Shivaji International Airport,19.076,72.8777,Mumbai,Maharashtra,India,Live,183,183,NA,Air,In-transit (Airport),NA,NA,NA,NA,NA,NA,NA,NA,Kuala Lumpur,NA,NA,Malaysia,NA,NA,NA,NA,Tortoise/Hardshell Turtle,183,NA,NA,NA,NA,Spotted black terrapin,183,NA,NA,NA,NA,NA,NA,NA,NA,https://www.hindustantimes.com/mumbai/mumbai-airport-customs-rescue-183-turtles-being-smuggled-to-malaysia/story-aQH8l8MWPEfDbdzTGAsP4O.html,NA,NA
69,22,April,2015,"April 22, 2015",Kalanchi border outpost,22.9035,88.8947,North 24 Parganas,West Bengal,India,Live,21,21,NA,Road,In-transit (Road),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bangladesh,NA,NA,NA,NA,Tortoise/Hardshell Turtle,21,NA,NA,NA,NA,Indian star tortoise,21,NA,NA,NA,NA,NA,NA,NA,NA,https://www.business-standard.com/article/news-ians/21-rare-tortoise-seized-in-west-bengal-115042301138_1.html,NA,NA
70,24,April,2015,"April 24, 2015",Cochin International Airport,9.9312,76.2673,Kochi,Kerala,India,Live,29,29,NA,Air,In-transit (Airport),NA,NA,NA,NA,NA,NA,NA,NA,Kuala Lumpur,NA,NA,Malaysia,NA,NA,NA,NA,Tortoise/Hardshell Turtle,29,NA,NA,NA,NA,Spotted black terrapin,29,NA,NA,NA,NA,NA,NA,NA,NA,https://www.business-standard.com/article/news-ani/65-kgs-peacock-feathers-29-tortoises-seized-by-customs-at-cochin-115042400073_1.html,https://timesofindia.indiatimes.com/videos/news/tortoises-and-peacock-feathers-seized-by-customs-in-kerala/videoshow/47042529.cms,NA
71,24,April,2015,"April 24, 2015",Chhatrapati Shivaji International Airport,19.076,72.8777,Mumbai,Maharashtra,India,Live,161,161,NA,Air,In-transit (Airport),NA,NA,NA,NA,NA,NA,NA,NA,Kuala Lumpur,NA,NA,Malaysia,NA,NA,NA,NA,Tortoise/Hardshell Turtle,161,NA,NA,NA,NA,Spotted black terrapin,161,NA,NA,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/city/nagpur/WCCB-nabs-international-terrapin-racket-kingpin/articleshow/55482368.cms,https://www.hindustantimes.com/mumbai/second-seizure-customs-finds-161-turtles-at-mumbai-airport/story-AlOv7bmtDeO1XvLD8f5k1K.html,NA
72,1,June,2015,"June 1, 2015",Nagpur Railway station,21.1458,79.0882,Nagpur,Maharashtra,India,Live,98,98,NA,Rail,In-transit (Train station),NA,Jhansi,Uttar Pradesh,India,NA,NA,NA,NA,Gudur,Tirupati,Andhra Pradesh,India,NA,NA,NA,NA,Tortoise/Hardshell Turtle,98,NA,NA,NA,NA,Spotted black terrapin,98,NA,NA,NA,NA,NA,NA,NA,NA,https://www.nagpurtoday.in/grp-cops-seize-100-tortoises-from-new-delhi-pondicherry-express/06020900,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_9.pdf,https://timesofindia.indiatimes.com/city/nagpur/Turtle-smugglers-in-custody-till-June-15/articleshow/47520602.cms
73,6,June,2015,"June  6, 2015","Indo-Bangla border, Agartala",23.8315,91.2868,West Tripura,Tripura,India,Live,11,11,NA,Road,In-transit (Road),NA,NA,NA,Bangladesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Softshell Turtle,11,NA,NA,NA,NA,Trionychidae,11,NA,NA,NA,NA,NA,NA,NA,NA,www.tripurainfoway.com/news-details/TN/29039/agartala-custom-seized-11-endangered-species.html,NA,NA
74,6,June,2015,"June 6, 2015",Bongaon,23.044,88.8277,North 24 Parganas,West Bengal,India,Live,280,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bangladesh,NA,NA,NA,NA,Unspecified,280,NA,NA,NA,NA,Unspecified,280,NA,NA,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/home/environment/flora-fauna/280-turtles-seized-from-smuggler-in-Kolkata/articleshow/47571282.cms,NA,NA
75,13,June,2015,"June 13, 2015",Kiul Railway junction,25.1466,86.0963,Lakhisarai,Bihar,India,Live,259,259,NA,Rail,NA,Delhi,Delhi,NA,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,259,NA,NA,NA,NA,Unspecified,259,NA,NA,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/city/patna/Police-recover-259-tortoise-from-Farakka-Exp-bogie/articleshow/47660476.cms,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_9.pdf,NA
76,15,June,2015,"June 15, 2015",Valmikipuram Bus stop,13.6375,78.6314,Chittoor,Andhra Pradesh,India,Live,35,35,NA,Road,In-transit (Road),NA,NA,NA,NA,NA,NA,NA,NA,Chintamani,Chikkaballapur,Karnataka,India,NA,NA,NA,NA,Tortoise/Hardshell Turtle,35,NA,NA,NA,NA,Indian star tortoise,35,NA,NA,NA,NA,NA,NA,NA,NA,https://www.thehindu.com/news/national/andhra-pradesh/woman-nabbed-with-35-star-tortoises/article7319846.ece,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_9.pdf,http://www.cvrinfo.com/englishnews/andhra-pradesh/429-woman-nabbed-with-35-star-tortoises-in-chittoor
77,28,June,2015,"June 28, 2015",Kempegowda International Airport,12.9716,77.5946,Bengaluru,Karnataka,India,Live,72,72,NA,Air,In-transit (Airport),Chennai,Chennai,Tamil Nadu,India,Kolkata,Kolkata,West Bengal,India,Kuala Lumpur,NA,NA,Malaysia,Phuket,NA,NA,Thailand,Tortoise/Hardshell Turtle,72,NA,NA,NA,NA,Spotted black terrapin,72,NA,NA,NA,NA,NA,NA,NA,NA,https://www.thehindu.com/news/cities/bangalore/terrapin-smuggling-racket-busted-two-held/article7368630.ece,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_9.pdf,NA
78,28,June,2015,"June 28, 2015",Chennai International Airport,13.0827,80.2707,Chennai,Tamil Nadu,India,Live,54,54,NA,Air,In-transit (Airport),NA,NA,NA,NA,NA,NA,NA,NA,Kuala Lumpur,NA,NA,Malaysia,NA,NA,NA,NA,Tortoise/Hardshell Turtle,54,NA,NA,NA,NA,Indian star tortoise,54,NA,NA,NA,NA,NA,NA,NA,NA,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_9.pdf,http://www.dinakaran.com/News_Detail.asp?Nid=153139,NA
79,30,June,2015,"June 30, 2015",Chintalapudi Bus stop,17.0697,80.9876,West Godavari,Andhra Pradesh,India,Live,14,14,NA,Road,In-transit (Road),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Softshell Turtle,14,NA,NA,NA,NA,Trionychidae,14,NA,NA,NA,NA,NA,NA,NA,NA,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_9.pdf,https://news.webindia123.com/news/Articles/India/20150630/2630974.html,NA
80,2,July,2015,"July 2, 2015",Chennai International Airport,13.0827,80.2707,Chennai,Tamil Nadu,India,Live,60,60,NA,Air,In-transit (Airport),NA,NA,NA,NA,NA,NA,NA,NA,Kuala Lumpur,NA,NA,Malaysia,NA,NA,NA,NA,Tortoise/Hardshell Turtle,60,NA,NA,NA,NA,Indian star tortoise,60,NA,NA,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/city/chennai/Malaysia-bound-flyer-held-with-suitcase-full-of-star-tortoises/articleshow/48220382.cms?,NA,NA
81,3,July,2015,"July 3, 2015","Dhaka-Aricha highway, Savar",23.882,90.2808,Dhaka,NA,Bangladesh,Live,300,300,NA,Road,In-transit (Road),NA,NA,West Bengal,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,NA,Unspecified,NA,NA,NA,Spotted black terrapin,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,https://www.thedailystar.net/country/300-turtles-seized-savar-107020,www.robindesbois.org/wp-content/uploads/2015/12/ON_THE_TRAIL_10.pdf,NA
82,7,July,2015,"July 7, 2015",Kolkata,22.5726,88.3639,Kolkata,West Bengal,India,Live,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Softshell Turtle,2,NA,NA,NA,NA,Trionychidae,2,NA,NA,NA,NA,NA,NA,NA,NA,www.robindesbois.org/wp-content/uploads/2015/12/ON_THE_TRAIL_10.pdf,NA,NA
83,10,July,2015,"July 10, 2015",Chennai International Airport,13.0827,80.2707,Chennai,Tamil Nadu,India,Live,41,41,NA,Air,In-transit (Airport),NA,NA,NA,NA,NA,NA,NA,NA,Kuala Lumpur,NA,NA,Malaysia,NA,NA,NA,NA,Tortoise/Hardshell Turtle,41,NA,NA,NA,NA,Indian star tortoise,41,NA,NA,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/city/chennai/Malaysia-bound-flyer-held-with-suitcase-full-of-star-tortoises/articleshow/48220382.cms?,NA,NA
84,25,July,2015,"July  25, 2015",Chennai International Airport,13.0827,80.2707,Chennai,Tamil Nadu,India,Live,50,50,NA,Air,In-transit (Airport),NA,NA,NA,NA,NA,NA,NA,NA,Kuala Lumpur,NA,NA,Malaysia,NA,NA,NA,NA,Tortoise/Hardshell Turtle,50,NA,NA,NA,NA,Indian star tortoise,50,NA,NA,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/city/chennai/Malaysia-bound-flyer-held-with-suitcase-full-of-star-tortoises/articleshow/48220382.cms?,NA,NA
85,29,July,2015,"July 29, 2015","Boalia Bazaar, Benapole",23.0391,88.8983,Jessore,NA,Bangladesh,Live,710,710,NA,Road,In-transit (Road),NA,NA,West Bengal,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,710,NA,NA,NA,NA,Indian star tortoise,NA,Spotted black terrapin,NA,NA,NA,NA,NA,NA,NA,www.robindesbois.org/wp-content/uploads/2015/12/ON_THE_TRAIL_10.pdf,https://www.thedailystar.net/country/710-rare-tortoises-seized-benapole-118819,NA
86,1,August,2015,"August 1, 2015",near Chennai Beach railway station,13.0827,80.2707,Chennai,Tamil Nadu,India,Live,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,15,NA,NA,NA,NA,Spotted black terrapin,15,NA,NA,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/city/chennai/15-spotted-black-terrapins-rescued-smuggler-caught/articleshow/48322330.cms,www.robindesbois.org/wp-content/uploads/2015/12/ON_THE_TRAIL_10.pdf,NA
87,6,August,2015,"August 6, 2015",Bhujinia Bhar Village near Chandradeep Ghat,27.134,81.9619,Gonda,Uttar Pradesh,India,Live,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bihar,India,NA,NA,NA,NA,Softshell Turtle,9,NA,NA,NA,NA,Trionychidae,9,NA,NA,NA,NA,NA,NA,NA,NA,https://www.amarujala.com/uttar-pradesh/gonda/four-traffickers-arrested-with-9-rare-species-turtles-hindi-news,NA,NA
88,6,August,2015,"August 6, 2015",Chennai International Airport,13.0827,80.2707,Chennai,Tamil Nadu,India,Live,138,138,NA,Air,In-transit (Airport),NA,NA,NA,NA,NA,NA,NA,NA,Colombo,NA,NA,Sri Lanka,Kuala Lumpur,NA,NA,Malaysia,Tortoise/Hardshell Turtle,138,NA,NA,NA,NA,Spotted black terrapin,138,NA,NA,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/city/chennai/138-black-spotted-pond-turtles-being-smuggled-to-Kuala-Lumpur-seized-in-Chennai/articleshow/48374889.cms,www.robindesbois.org/wp-content/uploads/2015/12/ON_THE_TRAIL_10.pdf,NA
89,7,August,2015,"August 7, 2015",Sodepur,22.6982,88.3895,North 24 Parganas,West Bengal,India,Live,76,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,76,NA,NA,NA,NA,Indian star tortoise,27,Indian tent turtle,44,Crowned river turtle,1,Spotted black terrapin,4,NA,NA,https://timesofindia.indiatimes.com/home/environment/flora-fauna/Threatened-tortoises-turtles-rescued-from-Kolkata-two-held/articleshow/48382102.cms,NA,NA
90,9,August,2015,"August 9, 2015",Kempe Gowda International Airport,12.9716,77.5946,Bengaluru,Karnataka,India,Live,79,79,NA,Air,In-transit (Airport),Chennai,Chennai,Tamil Nadu,India,NA,NA,NA,NA,Kuala Lumpur,NA,NA,Malaysia,NA,NA,NA,NA,Tortoise/Hardshell Turtle,79,NA,NA,NA,NA,Indian star tortoise,59,Spotted black terrapin,20,NA,NA,NA,NA,NA,NA,https://bangaloremirror.indiatimes.com/bangalore/crime/2-held-for-attempt-to-smuggle-protected-wildlife-from-India/articleshow/48473927.cms,NA,NA
91,9,August,2015,"August 9, 2015",Nighasan,28.1651,80.6327,Lakhimpur Kheri,Uttar Pradesh,India,Live,135,135,NA,Road,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mailani,Lakhimpur Kheri,Uttar Pradesh,India,NA,NA,NA,NA,Unspecified,135,NA,NA,NA,NA,Unspecified,135,NA,NA,NA,NA,NA,NA,NA,NA,https://www.amarujala.com/uttar-pradesh/lakhimpur-kheri/crime/two-sacks-and-carried-in-a-backpack-recovered-135-turtles-hindi-news,NA,NA
92,10,August,2015,"August  10, 2015",Cochin International Airport,9.9312,76.2673,Kochi,Kerala,India,Live,199,199,NA,Air,In-transit (Airport),NA,NA,NA,NA,NA,NA,NA,NA,Kuala Lumpur,NA,NA,Malaysia,NA,NA,NA,NA,Tortoise/Hardshell Turtle,199,NA,NA,NA,NA,Indian star tortoise,199,NA,NA,NA,NA,NA,NA,NA,NA,https://www.thehindu.com/news/cities/Kochi/star-tortoises-seized-at-airport/article7524706.ece,NA,NA
93,11,August,2015,"August 11, 2015","Lakkarbaba Temple, Gangaghat Police station",26.5393,80.4878,Unnao,Uttar Pradesh,India,Live,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,650,NA,NA,NA,NA,Pangshura sp.,650,NA,NA,NA,NA,NA,NA,NA,NA,https://www.amarujala.com/uttar-pradesh/unnao/rare-species-caught-650-turtles-hindi-news,NA,NA
94,12,August,2015,"August  12, 2015",Nagpur,21.1458,79.0882,Nagpur,Maharashtra,India,Live,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,20,NA,NA,NA,NA,Indian star tortoise,15,Spotted black terrapin,5,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/city/nagpur/Forest-dept-seizes-33-turtles-meant-for-trade/articleshow/48459462.cms,NA,NA
95,13,August,2015,"August 13, 2015",near Kurla station,19.076,72.8777,Mumbai,Maharashtra,India,Live,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,100,NA,NA,NA,NA,Indian star tortoise,100,NA,NA,NA,NA,NA,NA,NA,NA,https://www.hindustantimes.com/mumbai/mumbai-100-indian-star-tortoises-rescued-in-covert-op/story-OmBV5FehkKO2JF42mttqON.html,NA,NA
96,7,September,2015,"September  7, 2015","Galiff street, Kolkata",22.5726,88.3639,Kolkata,West Bengal,India,Live,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Softshell Turtle,15,NA,NA,NA,NA,Trionychidae,15,NA,NA,NA,NA,NA,NA,NA,NA,http://www.sawen.org/news/details/threatened-turtle-species-seized-from-kolkata-market,NA,NA
97,17,September,2015,"September 17, 2015",Udham Singh Nagar,28.961,79.5154,Udham Singh Nagar,Uttarakhand,India,Live,122,122,NA,Road,In-transit (Road),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Softshell Turtle,122,NA,NA,NA,NA,Trionychidae,122,NA,NA,NA,NA,NA,NA,NA,NA,www.robindesbois.org/wp-content/uploads/2015/12/ON_THE_TRAIL_10.pdf,https://timesofindia.indiatimes.com/city/dehradun/122-rare-turtles-seized-from-smuggler/articleshow/49003410.cms,NA
98,19,September,2015,"September 19, 2015",Thakurnagar market area,22.9427,88.7542,North 24 Parganas,West Bengal,India,Live,28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Softshell Turtle,28,NA,NA,NA,NA,Trionychidae,22,Spotted black terrapin,6,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/city/kolkata/Turtles-seized-from-Bongaon-market/articleshow/49025687.cms,NA,NA
